raw_group_index,source_sample_count,source_sample_ids_file,max_residue_count,source_datasets,source_statuses
7231,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007231_source_ids.txt,455,PDBbind2020,accepted
7232,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007232_source_ids.txt,455,PDBbind2020,accepted_pseudo_chainA
7233,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007233_source_ids.txt,455,PDBbind2020,accepted
7234,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007234_source_ids.txt,455,PDBbind2020,accepted_pseudo_chainA
7235,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007235_source_ids.txt,455,PDBbind2020,accepted
7236,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007236_source_ids.txt,455,scPDB,accepted_dominant_chain
7237,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007237_source_ids.txt,455,scPDB,accepted
7238,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007238_source_ids.txt,455,scPDB,accepted
7239,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007239_source_ids.txt,455,scPDB,accepted
7240,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007240_source_ids.txt,455,scPDB,accepted
7241,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007241_source_ids.txt,455,scPDB,accepted
7242,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007242_source_ids.txt,455,scPDB,accepted
7243,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007243_source_ids.txt,454,PDBbind2020,accepted
7244,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007244_source_ids.txt,454,PDBbind2020,accepted_pseudo_chainA
7245,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007245_source_ids.txt,454,PDBbind2020,accepted
7246,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007246_source_ids.txt,454,scPDB,accepted
7247,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007247_source_ids.txt,454,scPDB,accepted_dominant_chain
7248,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007248_source_ids.txt,454,scPDB,accepted
7249,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007249_source_ids.txt,454,scPDB,accepted
7250,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007250_source_ids.txt,453,PDBbind2020,accepted_pseudo_chainA
7251,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007251_source_ids.txt,453,PDBbind2020,accepted
7252,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007252_source_ids.txt,453,PDBbind2020,accepted
7253,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007253_source_ids.txt,453,PDBbind2020,accepted
7254,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007254_source_ids.txt,453,PDBbind2020,accepted
7255,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007255_source_ids.txt,453,PDBbind2020,accepted
7256,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007256_source_ids.txt,453,scPDB,accepted
7257,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007257_source_ids.txt,453,scPDB,accepted_dominant_chain
7258,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007258_source_ids.txt,453,scPDB,accepted
7259,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007259_source_ids.txt,453,scPDB,accepted
7260,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007260_source_ids.txt,453,scPDB,accepted_pseudo_chainA
7261,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007261_source_ids.txt,452,PDBbind2020,accepted_pseudo_chainA
7262,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007262_source_ids.txt,452,PDBbind2020,accepted
7263,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007263_source_ids.txt,452,PDBbind2020,accepted
7264,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007264_source_ids.txt,452,PDBbind2020,accepted_dominant_chain
7265,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007265_source_ids.txt,452,PDBbind2020,accepted
7266,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007266_source_ids.txt,452,PDBbind2020,accepted
7267,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007267_source_ids.txt,452,PDBbind2020,accepted
7268,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007268_source_ids.txt,452,scPDB,accepted
7269,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007269_source_ids.txt,452,scPDB,accepted
7270,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007270_source_ids.txt,452,scPDB,accepted
7271,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007271_source_ids.txt,452,scPDB,accepted
7272,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007272_source_ids.txt,452,scPDB,accepted
7273,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007273_source_ids.txt,452,scPDB,accepted
7274,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007274_source_ids.txt,452,scPDB,accepted_dominant_chain
7275,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007275_source_ids.txt,451,PDBbind2020,accepted_dominant_chain
7276,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007276_source_ids.txt,451,PDBbind2020,accepted
7277,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007277_source_ids.txt,451,PDBbind2020,accepted
7278,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007278_source_ids.txt,451,PDBbind2020,accepted
7279,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007279_source_ids.txt,451,PDBbind2020,accepted_pseudo_chainA
7280,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007280_source_ids.txt,451,scPDB,accepted
7281,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007281_source_ids.txt,451,scPDB,accepted
7282,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007282_source_ids.txt,451,scPDB,accepted
7283,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007283_source_ids.txt,451,scPDB,accepted
7284,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007284_source_ids.txt,451,scPDB,accepted
7285,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007285_source_ids.txt,451,scPDB,accepted_pseudo_chainA
7286,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007286_source_ids.txt,451,scPDB,accepted
7287,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007287_source_ids.txt,450,PDBbind2020,accepted
7288,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007288_source_ids.txt,450,scPDB,accepted
7289,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007289_source_ids.txt,450,scPDB,accepted_pseudo_chainA
7290,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007290_source_ids.txt,450,scPDB,accepted
7291,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007291_source_ids.txt,450,scPDB,accepted
7292,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007292_source_ids.txt,450,scPDB,accepted
7293,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007293_source_ids.txt,450,scPDB,accepted
7294,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007294_source_ids.txt,450,scPDB,accepted
7295,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007295_source_ids.txt,450,scPDB,accepted
7296,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007296_source_ids.txt,450,scPDB,accepted
7297,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007297_source_ids.txt,450,scPDB,accepted_dominant_chain
7298,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007298_source_ids.txt,449,PDBbind2020,accepted
7299,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007299_source_ids.txt,449,PDBbind2020,accepted_dominant_chain
7300,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007300_source_ids.txt,449,PDBbind2020,accepted
7301,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007301_source_ids.txt,449,PDBbind2020,accepted
7302,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007302_source_ids.txt,449,PDBbind2020,accepted_pseudo_chainA
7303,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007303_source_ids.txt,449,PDBbind2020,accepted_pseudo_chainA
7304,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007304_source_ids.txt,449,scPDB,accepted
7305,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007305_source_ids.txt,449,scPDB,accepted
7306,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007306_source_ids.txt,449,scPDB,accepted
7307,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007307_source_ids.txt,449,scPDB,accepted
7308,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007308_source_ids.txt,449,scPDB,accepted
7309,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007309_source_ids.txt,449,scPDB,accepted
7310,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007310_source_ids.txt,449,scPDB,accepted
7311,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007311_source_ids.txt,449,scPDB,accepted
7312,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007312_source_ids.txt,449,scPDB,accepted
7313,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007313_source_ids.txt,449,scPDB,accepted
7314,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007314_source_ids.txt,448,PDBbind2020,accepted_dominant_chain
7315,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007315_source_ids.txt,448,PDBbind2020,accepted_dominant_chain
7316,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007316_source_ids.txt,448,PDBbind2020,accepted
7317,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007317_source_ids.txt,448,PDBbind2020,accepted
7318,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007318_source_ids.txt,448,PDBbind2020,accepted
7319,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007319_source_ids.txt,448,scPDB,accepted
7320,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007320_source_ids.txt,448,scPDB,accepted
7321,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007321_source_ids.txt,448,scPDB,accepted
7322,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007322_source_ids.txt,448,scPDB,accepted_dominant_chain
7323,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007323_source_ids.txt,448,scPDB,accepted
7324,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007324_source_ids.txt,448,scPDB,accepted
7325,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007325_source_ids.txt,448,scPDB,accepted
7326,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007326_source_ids.txt,448,scPDB,accepted
7327,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007327_source_ids.txt,448,scPDB,accepted
7328,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007328_source_ids.txt,448,scPDB,accepted_pseudo_chainA
7329,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007329_source_ids.txt,448,scPDB,accepted
7330,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007330_source_ids.txt,447,PDBbind2020,accepted_pseudo_chainA
7331,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007331_source_ids.txt,447,PDBbind2020,accepted
7332,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007332_source_ids.txt,447,PDBbind2020,accepted
7333,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007333_source_ids.txt,447,scPDB,accepted
7334,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007334_source_ids.txt,447,scPDB,accepted
7335,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007335_source_ids.txt,447,scPDB,accepted
7336,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007336_source_ids.txt,447,scPDB,accepted
7337,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007337_source_ids.txt,447,scPDB,accepted
7338,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007338_source_ids.txt,447,scPDB,accepted
7339,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007339_source_ids.txt,447,scPDB,accepted
7340,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007340_source_ids.txt,447,scPDB,accepted
7341,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007341_source_ids.txt,447,scPDB,accepted
7342,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007342_source_ids.txt,447,scPDB,accepted
7343,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007343_source_ids.txt,447,scPDB,accepted
7344,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007344_source_ids.txt,447,scPDB,accepted
7345,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007345_source_ids.txt,447,scPDB,accepted
7346,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007346_source_ids.txt,447,scPDB,accepted_dominant_chain
7347,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007347_source_ids.txt,447,scPDB,accepted
7348,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007348_source_ids.txt,447,scPDB,accepted_pseudo_chainA
7349,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007349_source_ids.txt,447,scPDB,accepted
7350,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007350_source_ids.txt,446,PDBbind2020,accepted
7351,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007351_source_ids.txt,446,PDBbind2020,accepted
7352,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007352_source_ids.txt,446,PDBbind2020,accepted
7353,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007353_source_ids.txt,446,PDBbind2020,accepted
7354,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007354_source_ids.txt,446,scPDB,accepted
7355,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007355_source_ids.txt,446,scPDB,accepted
7356,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007356_source_ids.txt,446,scPDB,accepted
7357,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007357_source_ids.txt,446,scPDB,accepted
7358,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007358_source_ids.txt,446,scPDB,accepted
7359,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007359_source_ids.txt,446,scPDB,accepted
7360,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007360_source_ids.txt,446,scPDB,accepted
7361,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007361_source_ids.txt,446,scPDB,accepted
7362,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007362_source_ids.txt,446,scPDB,accepted
7363,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007363_source_ids.txt,446,scPDB,accepted_dominant_chain
7364,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007364_source_ids.txt,446,scPDB,accepted
7365,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007365_source_ids.txt,446,scPDB,accepted
7366,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007366_source_ids.txt,445,PDBbind2020,accepted
7367,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007367_source_ids.txt,445,PDBbind2020,accepted
7368,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007368_source_ids.txt,445,PDBbind2020,accepted
7369,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007369_source_ids.txt,445,PDBbind2020,accepted
7370,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007370_source_ids.txt,445,scPDB,accepted
7371,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007371_source_ids.txt,445,scPDB,accepted
7372,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007372_source_ids.txt,445,scPDB,accepted
7373,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007373_source_ids.txt,445,scPDB,accepted_pseudo_chainA
7374,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007374_source_ids.txt,445,scPDB,accepted
7375,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007375_source_ids.txt,445,scPDB,accepted_dominant_chain
7376,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007376_source_ids.txt,444,PDBbind2020,accepted_pseudo_chainA
7377,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007377_source_ids.txt,444,PDBbind2020,accepted
7378,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007378_source_ids.txt,444,PDBbind2020,accepted_pseudo_chainA
7379,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007379_source_ids.txt,444,PDBbind2020,accepted
7380,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007380_source_ids.txt,444,PDBbind2020,accepted_pseudo_chainA
7381,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007381_source_ids.txt,444,PDBbind2020,accepted_pseudo_chainA
7382,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007382_source_ids.txt,444,scPDB,accepted
7383,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007383_source_ids.txt,444,scPDB,accepted
7384,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007384_source_ids.txt,444,scPDB,accepted
7385,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007385_source_ids.txt,444,scPDB,accepted
7386,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007386_source_ids.txt,444,scPDB,accepted_pseudo_chainA
7387,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007387_source_ids.txt,444,scPDB,accepted
7388,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007388_source_ids.txt,444,scPDB,accepted_dominant_chain
7389,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007389_source_ids.txt,444,scPDB,accepted
7390,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007390_source_ids.txt,444,scPDB,accepted
7391,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007391_source_ids.txt,444,scPDB,accepted
7392,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007392_source_ids.txt,444,scPDB,accepted
7393,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007393_source_ids.txt,444,scPDB,accepted
7394,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007394_source_ids.txt,443,PDBbind2020,accepted_pseudo_chainA
7395,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007395_source_ids.txt,443,PDBbind2020,accepted_pseudo_chainA
7396,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_007396_source_ids.txt,443,PDBbind2020,accepted_pseudo_chainA
